0.00000000000000000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000000
0.00000000000000000000000000000000000000000000000000,-0.00000000000000000000000000000000000000000000000000
-0.01162460228985231699971869545606750762090086936951,-0.01162460228985231699971869545606750762090086936951
-0.02312048411360031682781901452017336850985884666443,-0.02312048411360031682781901452017336850985884666443
-0.03448877716604346194140262582550349179655313491821,-0.03448877716604346194140262582550349179655313491821
-0.04573060395810755324186303028000111225992441177368,-0.04573060395810755324186303028000111225992441177368
-0.05684707788885755286312218004241003654897212982178,-0.05684707788885755286312218004241003654897212982178
-0.06783930331695470217212573516007978469133377075195,-0.06783930331695470217212573516007978469133377075195
-0.07870837563156210525683320611278759315609931945801,-0.07870837563156210525683320611278759315609931945801
-0.08945538132270318409933196335259708575904369354248,-0.08945538132270318409933196335259708575904369354248
-0.10008139805107703346198633198582683689892292022705,-0.10008139805107703346198633198582683689892292022705
-0.11058749471733481106738850030524190515279769897461,-0.11058749471733481106738850030524190515279769897461
-0.12097473153082154151416460763357463292777538299561,-0.12097473153082154151416460763357463292777538299561
-0.13124416007778705317576850575278513133525848388672,-0.13124416007778705317576850575278513133525848388672
-0.14139682338907058611887634924642043188214302062988,-0.14139682338907058611887634924642043188214302062988
-0.15143375600726244334381931366806384176015853881836,-0.15143375600726244334381931366806384176015853881836
-0.16135598405334741767269690626562805846333503723145,-0.16135598405334741767269690626562805846333503723145
-0.17116452529283351924327405413350788876414299011230,-0.17116452529283351924327405413350788876414299011230
-0.18086038920137004204491404379950836300849914550781,-0.18086038920137004204491404379950836300849914550781
-0.19044457702985875813261884559324244037270545959473,-0.19044457702985875813261884559324244037270545959473
-0.19991808186906256938897286090650595724582672119141,-0.19991808186906256938897286090650595724582672119141
-0.20928188871371486423633712092851055786013603210449,-0.20928188871371486423633712092851055786013603210449
-0.21853697452613374263563628119300119578838348388672,-0.21853697452613374263563628119300119578838348388672
-0.22768430829934499515232459998514968901872634887695,-0.22768430829934499515232459998514968901872634887695
-0.23672485111971733329205846985132666304707527160645,-0.23672485111971733329205846985132666304707527160645
-0.24565955622911372913108607463072985410690307617188,-0.24565955622911372913108607463072985410690307617188
-0.25448936908656266675521351317001972347497940063477,-0.25448936908656266675521351317001972347497940063477
-0.26321522742945274719872372770623769611120223999023,-0.26321522742945274719872372770623769611120223999023
-0.27183806133425475470843934999720659106969833374023,-0.27183806133425475470843934999720659106969833374023
-0.28035879327677382111261294994619674980640411376953,-0.28035879327677382111261294994619674980640411376953
-0.28877833819193682307613357806985732167959213256836,-0.28877833819193682307613357806985732167959213256836
-0.29709760353311714942137200523575302213430404663086,-0.29709760353311714942137200523575302213430404663086
-0.30531748933100100185100700400653295218944549560547,-0.30531748933100100185100700400653295218944549560547
-0.31343888825199894831996516586514189839363098144531,-0.31343888825199894831996516586514189839363098144531
-0.32146268565620561563633827972807921469211578369141,-0.32146268565620561563633827972807921469211578369141
-0.32938975965491162911646938482590485364198684692383,-0.32938975965491162911646938482590485364198684692383
-0.33722098116767063036292029210017062723636627197266,-0.33722098116767063036292029210017062723636627197266
-0.34495721397892531445705799342249520123004913330078,-0.34495721397892531445705799342249520123004913330078
-0.35259931479419565070188014033192303031682968139648,-0.35259931479419565070188014033192303031682968139648
-0.36014813329583217349494361769757233560085296630859,-0.36014813329583217349494361769757233560085296630859
